category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_probability,risk_score,risk_level
Home,190.28,0.0,1,Credit Card,2025-06-25,2025-06-30,East,0,190.28,9.1,44.18,42,Female,5,0.5310777663735241,53.11,High
Fashion,55.26,0.0,1,COD,2024-06-01,2024-06-07,South,0,55.26,5.93,13.41,65,Male,6,0.5887956350493738,58.88,High
Electronics,611.09,0.1,1,Credit Card,2025-04-11,2025-04-16,South,0,549.98,10.14,55.86,25,Male,5,0.6015048848534903,60.15,High
Fashion,62.55,0.05,1,Debit Card,2024-07-31,2024-08-05,South,1,59.42,5.07,15.73,45,Male,5,0.573305382142161,57.33,High
Electronics,186.2,0.2,2,Wallet,2024-05-09,2024-05-15,South,0,297.92,8.65,27.1,25,Male,6,0.5010245948918051,50.1,High
Electronics,133.11,0.0,2,COD,2024-12-24,2024-12-29,East,0,266.22,8.43,23.52,20,Male,5,0.54264268942261,54.26,High
Fashion,30.73,0.15,1,Credit Card,2025-06-06,2025-06-12,East,0,26.12,5.86,3.28,45,Female,6,0.52539936086408,52.54,High
Fashion,21.81,0.0,1,Credit Card,2023-12-18,2023-12-23,South,0,21.81,4.7,2.93,62,Male,5,0.5587911394344925,55.88,High
Fashion,106.17,0.15,1,UPI,2023-10-30,2023-11-03,South,0,90.24,7.11,24.47,59,Female,4,0.5120196935931264,51.2,High
Fashion,22.73,0.05,1,Credit Card,2025-01-20,2025-01-23,North,0,21.59,4.19,3.37,22,Male,3,0.5197948122886725,51.98,High
Home,124.97,0.0,1,Credit Card,2024-08-21,2024-08-25,Central,0,124.97,7.81,27.18,60,Female,4,0.5048807484549078,50.49,High
Fashion,62.34,0.0,2,Credit Card,2024-03-04,2024-03-09,West,0,124.68,6.6,37.04,59,Female,5,0.590976708206877,59.1,High
Electronics,556.51,0.0,1,UPI,2024-12-11,2024-12-14,North,0,556.51,8.78,58.0,52,Male,3,0.5320466757407278,53.2,High
Home,187.49,0.05,1,UPI,2025-04-21,2025-04-27,East,0,178.12,8.48,41.39,18,Female,6,0.5102696464985629,51.03,High
Electronics,863.36,0.0,1,Debit Card,2025-08-09,2025-08-14,West,0,863.36,9.89,93.71,27,Male,5,0.5035396118713059,50.35,High
Electronics,730.67,0.0,3,Credit Card,2025-05-18,2025-05-22,Central,1,2192.01,11.73,251.31,52,Male,4,0.5157810313605877,51.58,High
Fashion,31.38,0.0,2,Credit Card,2025-02-08,2025-02-16,East,0,62.76,6.21,15.76,51,Male,8,0.5324908540033156,53.25,High
Electronics,878.56,0.2,1,COD,2024-05-05,2024-05-10,East,0,702.85,10.56,73.78,56,Female,5,0.5163608131984883,51.64,High
Electronics,375.53,0.0,1,Credit Card,2024-09-07,2024-09-11,Central,0,375.53,8.56,36.5,33,Female,4,0.5313973452387297,53.14,High
Home,227.0,0.05,1,Wallet,2024-07-21,2024-07-25,West,0,215.65,7.6,52.78,21,Female,4,0.5266923105385782,52.67,High
Fashion,22.01,0.0,1,Credit Card,2024-08-03,2024-08-06,North,0,22.01,5.63,2.07,21,Male,3,0.5194565451386698,51.95,High
Fashion,40.49,0.0,1,Credit Card,2023-11-29,2023-12-05,East,0,40.49,6.09,8.08,67,Female,6,0.5909276769050777,59.09,High
Electronics,278.3,0.1,1,Credit Card,2025-05-02,2025-05-07,West,0,250.47,8.72,21.34,27,Female,5,0.5346315763951054,53.46,High
Electronics,131.66,0.1,1,Wallet,2024-09-30,2024-10-05,West,0,118.49,7.45,6.77,35,Male,5,0.5443251276755128,54.43,High
Home,282.51,0.05,2,UPI,2024-06-07,2024-06-12,West,1,536.77,10.23,140.07,35,Male,5,0.5795025052808987,57.95,High
Fashion,102.33,0.0,1,PayPal,2025-01-11,2025-01-16,North,1,102.33,8.13,27.69,35,Male,5,0.5873586282239753,58.74,High
Electronics,457.3,0.0,1,Credit Card,2024-12-22,2024-12-26,South,0,457.3,8.41,46.47,29,Male,4,0.540872065610186,54.09,High
Fashion,16.6,0.0,1,COD,2025-08-31,2025-09-05,South,0,16.6,4.07,1.74,67,Male,5,0.5591414878724192,55.91,High
Fashion,38.61,0.05,1,Wallet,2024-07-20,2024-07-24,North,0,36.68,5.84,7.0,33,Male,4,0.5785776710828088,57.86,High
Fashion,16.31,0.0,3,Credit Card,2023-10-20,2023-10-25,West,0,48.93,6.37,10.76,38,Female,5,0.5475508838517963,54.76,High
Electronics,352.75,0.05,1,Debit Card,2024-04-08,2024-04-13,East,1,335.11,7.24,32.97,25,Female,5,0.5359237389069887,53.59,High
Fashion,25.98,0.0,1,Wallet,2025-08-28,2025-09-02,Central,0,25.98,6.51,2.58,50,Female,5,0.5624231921946503,56.24,High
Fashion,60.54,0.0,1,Debit Card,2025-04-26,2025-05-01,West,0,60.54,5.8,15.39,60,Female,5,0.6108343287023962,61.08,High
Beauty,75.99,0.05,1,Debit Card,2024-08-11,2024-08-15,South,1,72.19,6.76,25.73,18,Female,4,0.5302321534869848,53.02,High
Electronics,266.38,0.1,1,UPI,2025-07-20,2025-07-23,North,0,239.74,8.94,19.83,44,Male,3,0.5373666286767855,53.74,High
Fashion,35.36,0.0,2,PayPal,2024-09-13,2024-09-16,Central,0,70.72,6.23,18.52,55,Male,3,0.5760067008577604,57.6,High
Fashion,43.16,0.05,2,Credit Card,2025-01-14,2025-01-19,West,0,82.0,6.31,22.39,53,Female,5,0.5093502640559844,50.94,High
Fashion,157.33,0.05,1,PayPal,2024-08-08,2024-08-13,South,0,149.46,6.96,45.35,22,Male,5,0.505410457027839,50.54,High
Fashion,107.37,0.1,2,Debit Card,2024-04-02,2024-04-07,North,0,193.27,9.07,58.57,36,Female,5,0.5307303886605103,53.07,High
Electronics,339.61,0.05,2,Debit Card,2025-03-27,2025-03-31,West,0,645.26,9.52,67.91,59,Female,4,0.5561956316046711,55.62,High
Electronics,415.98,0.0,1,Credit Card,2024-10-29,2024-11-02,West,0,415.98,9.97,39.95,30,Other,4,0.5604661951463454,56.05,High
Electronics,123.75,0.0,2,COD,2025-02-03,2025-02-08,East,1,247.5,8.33,21.37,19,Male,5,0.5436134966229615,54.36,High
Electronics,316.46,0.0,1,UPI,2024-09-06,2024-09-11,South,0,316.46,8.72,29.26,28,Female,5,0.5257867424916948,52.58,High
Sports,166.56,0.1,1,PayPal,2024-05-10,2024-05-16,East,0,149.9,7.33,37.64,28,Female,6,0.5007470859291943,50.07,High
Electronics,262.58,0.0,1,Debit Card,2025-05-02,2025-05-05,North,0,262.58,9.51,22.0,42,Female,3,0.5251701497637089,52.52,High
Fashion,27.0,0.0,1,Debit Card,2023-11-06,2023-11-11,North,0,27.0,4.89,4.56,61,Male,5,0.5816448340944885,58.16,High
Fashion,83.1,0.0,1,COD,2025-01-15,2025-01-21,West,0,83.1,4.98,24.1,28,Other,6,0.5153259411400504,51.53,High
Fashion,15.32,0.0,1,COD,2024-01-02,2024-01-05,North,0,15.32,3.9,1.46,31,Male,3,0.5371661485552313,53.72,High
Home,161.92,0.0,1,Credit Card,2023-11-27,2023-12-02,Central,0,161.92,7.09,38.25,44,Female,5,0.529267322480162,52.93,High
Fashion,38.08,0.05,1,Wallet,2024-04-10,2024-04-13,Central,0,36.18,4.77,7.89,26,Male,3,0.52495466146921,52.5,High
Fashion,9.36,0.0,1,Credit Card,2024-01-17,2024-01-23,South,1,9.36,3.81,-0.53,27,Male,6,0.5006053274556009,50.06,High
Electronics,695.09,0.0,1,Credit Card,2025-01-14,2025-01-19,West,0,695.09,10.22,73.19,37,Male,5,0.5163795674248388,51.64,High
Electronics,772.14,0.15,2,Credit Card,2025-02-23,2025-02-27,West,1,1312.64,11.33,146.19,36,Male,4,0.5490382391290127,54.9,High
Electronics,188.36,0.0,1,Debit Card,2025-03-27,2025-04-01,East,0,188.36,7.89,14.71,65,Male,5,0.5115527535712199,51.16,High
Fashion,71.81,0.0,1,UPI,2023-09-15,2023-09-19,South,0,71.81,7.67,17.46,63,Male,4,0.5970429844772465,59.7,High
Fashion,15.24,0.15,2,Credit Card,2025-05-12,2025-05-18,Central,0,25.91,5.47,3.6,36,Female,6,0.524228869143048,52.42,High
Fashion,32.48,0.05,1,Credit Card,2025-04-10,2025-04-15,South,0,30.86,4.5,6.3,52,Female,5,0.5750494983395078,57.5,High
Electronics,407.77,0.05,1,UPI,2023-12-17,2023-12-20,Central,0,387.38,10.02,36.47,20,Male,3,0.5443415503898303,54.43,High
Fashion,16.46,0.0,2,UPI,2025-07-12,2025-07-16,South,0,32.92,5.23,6.29,38,Male,4,0.5843250586355804,58.43,High
Fashion,34.45,0.0,4,Credit Card,2025-08-07,2025-08-13,North,0,137.8,6.5,41.73,60,Female,6,0.5208791728811552,52.09,High
Fashion,15.51,0.15,1,Credit Card,2023-12-03,2023-12-07,West,0,13.18,3.88,0.73,69,Male,4,0.5581336152701476,55.81,High
Electronics,136.54,0.0,2,Debit Card,2023-12-28,2024-01-03,East,0,273.08,8.1,24.67,56,Male,6,0.5384802506282295,53.85,High
Electronics,230.14,0.0,1,Credit Card,2024-11-20,2024-11-24,West,0,230.14,9.73,17.89,28,Female,4,0.5080130362792328,50.8,High
Electronics,178.48,0.2,1,Debit Card,2025-08-28,2025-09-02,North,1,142.78,7.29,9.84,68,Male,5,0.5922389466554858,59.22,High
Home,99.92,0.0,1,Credit Card,2024-11-16,2024-11-19,North,0,99.92,6.57,21.41,66,Female,3,0.5270549099726014,52.71,High
Fashion,21.21,0.15,3,Debit Card,2025-01-15,2025-01-19,South,0,54.09,5.95,12.98,36,Other,4,0.5101027170346263,51.01,High
Home,59.02,0.0,2,Debit Card,2024-02-18,2024-02-23,Central,0,118.04,7.52,25.53,56,Female,5,0.5040884418690624,50.41,High
Fashion,142.67,0.05,1,Wallet,2023-11-26,2023-11-30,West,0,135.54,7.49,39.95,65,Female,4,0.5548015633649318,55.48,High
Electronics,491.34,0.0,1,Debit Card,2025-04-22,2025-04-27,North,0,491.34,9.1,49.86,50,Male,5,0.5601775990361468,56.02,High
Electronics,292.17,0.0,1,Credit Card,2024-12-18,2024-12-23,South,0,292.17,8.65,26.41,42,Female,5,0.5486814058513798,54.87,High
Electronics,176.1,0.05,2,COD,2024-04-11,2024-04-15,South,0,334.59,9.33,30.82,33,Male,4,0.561587576279059,56.16,High
Fashion,61.22,0.0,2,Wallet,2024-03-07,2024-03-11,West,0,122.44,7.61,35.24,50,Female,4,0.5734035854644796,57.34,High
Electronics,212.01,0.0,1,Credit Card,2023-11-28,2023-12-04,North,0,212.01,9.06,16.38,58,Female,6,0.5102899388729196,51.03,High
Fashion,66.27,0.0,2,Debit Card,2025-08-23,2025-08-27,Central,0,132.54,8.47,37.92,52,Female,4,0.54591200811676,54.59,High
Fashion,33.76,0.05,1,Credit Card,2025-01-18,2025-01-23,North,0,32.07,5.81,5.41,25,Female,5,0.6054836874358969,60.55,High
Electronics,258.8,0.0,1,Debit Card,2024-10-15,2024-10-23,East,0,258.8,8.28,22.78,39,Female,8,0.5543830614558818,55.44,High
Electronics,244.18,0.0,1,Credit Card,2025-03-21,2025-03-26,East,0,244.18,7.66,21.64,20,Female,5,0.5302112822865941,53.02,High
Electronics,136.78,0.1,1,PayPal,2024-06-22,2024-06-27,West,0,123.1,7.12,7.65,56,Male,5,0.5257247652891686,52.57,High
Fashion,47.91,0.0,1,Debit Card,2025-01-07,2025-01-12,South,0,47.91,6.63,10.14,53,Female,5,0.5756600920379081,57.57,High
Fashion,26.27,0.0,1,COD,2024-02-21,2024-02-26,South,0,26.27,5.8,3.39,64,Male,5,0.5612401862102347,56.12,High
Fashion,84.99,0.15,1,COD,2023-11-19,2023-11-23,Central,0,72.24,6.85,18.43,40,Male,4,0.5349067651865554,53.49,High
Fashion,93.92,0.1,1,COD,2024-07-27,2024-07-30,North,0,84.53,5.82,23.77,28,Female,3,0.5137612580729634,51.38,High
Electronics,204.55,0.0,1,COD,2025-05-10,2025-05-15,West,0,204.55,7.83,16.72,57,Female,5,0.5259603976644843,52.6,High
Electronics,144.26,0.1,1,COD,2025-06-15,2025-06-19,North,0,129.83,8.15,7.43,38,Other,4,0.5364420098141354,53.64,High
Fashion,17.41,0.0,1,COD,2025-09-10,2025-09-15,South,0,17.41,4.52,1.57,48,Male,5,0.57083054551249,57.08,High
Toys,36.57,0.05,1,UPI,2024-01-25,2024-01-29,West,1,34.74,4.24,9.66,45,Male,4,0.5258287832337751,52.58,High
Home,112.74,0.1,2,Credit Card,2024-05-01,2024-05-07,East,1,202.93,8.05,48.77,26,Female,6,0.5502315734757611,55.02,High
Electronics,100.09,0.05,3,Debit Card,2024-01-10,2024-01-16,North,0,285.26,8.89,25.34,65,Female,6,0.5047797708916725,50.48,High
Fashion,63.18,0.05,2,Credit Card,2024-05-10,2024-05-15,Central,0,120.04,6.36,35.65,26,Female,5,0.5096209928379725,50.96,High
Electronics,690.81,0.1,1,PayPal,2025-07-14,2025-07-18,West,0,621.73,10.01,64.6,53,Other,4,0.5668340845645806,56.68,High
Electronics,643.21,0.0,1,Credit Card,2024-07-15,2024-07-21,East,0,643.21,9.1,68.09,67,Female,6,0.5094051194141678,50.94,High
Fashion,50.99,0.0,1,Wallet,2024-10-20,2024-10-26,West,0,50.99,5.81,12.04,40,Male,6,0.579430359019183,57.94,High
Fashion,95.01,0.0,1,Debit Card,2024-05-18,2024-05-23,West,0,95.01,7.96,25.29,52,Female,5,0.5609864461590603,56.1,High
Fashion,87.75,0.0,3,Credit Card,2024-08-20,2024-08-24,West,0,263.25,8.8,83.34,37,Female,4,0.551467655317525,55.15,High
Fashion,44.49,0.05,1,Debit Card,2024-11-16,2024-11-21,East,0,42.27,6.43,8.36,57,Female,5,0.5094856350364231,50.95,High
Electronics,233.15,0.0,4,COD,2025-05-22,2025-05-27,South,0,932.6,10.22,101.69,34,Female,5,0.5126803710194661,51.27,High
Fashion,98.08,0.1,1,COD,2024-08-14,2024-08-19,Central,0,88.27,8.94,21.95,45,Male,5,0.5802726680914878,58.03,High
Fashion,82.74,0.15,2,Debit Card,2025-01-25,2025-01-29,Central,0,140.66,6.95,42.28,18,Female,4,0.5048063163468353,50.48,High
Fashion,21.57,0.2,1,Credit Card,2024-03-16,2024-03-20,West,0,17.26,4.54,1.5,55,Female,4,0.5128845316739298,51.29,High
Fashion,19.76,0.0,1,Debit Card,2024-10-08,2024-10-13,North,0,19.76,5.82,1.1,22,Female,5,0.5719301688710626,57.19,High
Fashion,82.55,0.0,1,Credit Card,2023-09-17,2023-09-23,West,0,82.55,7.43,21.46,33,Male,6,0.5735827259656062,57.36,High
Electronics,212.16,0.05,1,PayPal,2023-10-18,2023-10-22,West,0,201.55,8.13,16.06,29,Other,4,0.5366046060034263,53.66,High
Fashion,101.12,0.0,1,Credit Card,2025-03-20,2025-03-24,Central,0,101.12,6.97,28.42,61,Female,4,0.5980765142516634,59.81,High
Electronics,282.4,0.0,1,Debit Card,2025-08-24,2025-08-28,North,0,282.4,8.1,25.79,56,Male,4,0.5382670318036342,53.83,High
Fashion,82.99,0.05,1,UPI,2025-09-06,2025-09-09,Central,0,78.84,7.24,20.35,59,Female,3,0.5352618162170638,53.53,High
Electronics,383.7,0.15,1,COD,2024-10-14,2024-10-20,East,0,326.14,9.86,29.28,64,Female,6,0.5736998492268927,57.37,High
Electronics,301.95,0.0,1,Credit Card,2024-09-10,2024-09-16,Central,0,301.95,9.14,27.09,43,Male,6,0.545247149176095,54.52,High
Beauty,153.03,0.15,1,COD,2024-01-09,2024-01-15,North,0,130.08,8.2,50.34,27,Male,6,0.4999021048619961,49.99,High
Home,148.82,0.0,1,Credit Card,2025-03-03,2025-03-06,Central,1,148.82,7.21,34.46,55,Other,3,0.5408687508204597,54.09,High
Fashion,59.65,0.0,1,Credit Card,2024-10-22,2024-10-28,West,0,59.65,7.62,13.26,57,Other,6,0.5858765578612078,58.59,High
Fashion,27.92,0.05,1,Debit Card,2024-02-15,2024-02-23,West,0,26.52,3.79,5.49,30,Female,8,0.5195039370583635,51.95,High
Fashion,109.16,0.0,1,Credit Card,2024-07-13,2024-07-18,North,0,109.16,6.31,31.9,24,Male,5,0.5300330954778348,53.0,High
Home,223.18,0.0,1,Credit Card,2025-05-23,2025-05-29,East,0,223.18,8.76,53.73,61,Male,6,0.5097471274846505,50.97,High
Fashion,109.08,0.0,1,PayPal,2025-01-13,2025-01-17,South,0,109.08,7.47,30.71,55,Male,4,0.5823950718528246,58.24,High
Home,105.75,0.15,2,Credit Card,2024-08-15,2024-08-19,West,0,179.78,8.31,42.03,57,Female,4,0.5115427512990631,51.15,High
Fashion,87.73,0.0,3,PayPal,2023-09-16,2023-09-23,East,0,263.19,9.22,82.9,42,Female,7,0.5153935968250513,51.54,High
Electronics,282.95,0.2,2,COD,2024-10-16,2024-10-21,South,0,452.72,10.91,43.42,47,Male,5,0.5319630739237818,53.2,High
Sports,162.21,0.0,1,Credit Card,2025-03-03,2025-03-09,East,0,162.21,7.65,41.01,40,Male,6,0.5080294411779822,50.8,High
Fashion,76.71,0.0,1,Credit Card,2024-02-12,2024-02-18,East,0,76.71,6.7,20.15,65,Female,6,0.649548919627128,64.95,High
Fashion,92.09,0.0,1,Debit Card,2025-08-22,2025-08-27,South,0,92.09,7.5,24.73,53,Male,5,0.5904976152007593,59.05,High
Fashion,96.9,0.0,1,Credit Card,2025-08-19,2025-08-23,North,0,96.9,6.47,27.44,21,Female,4,0.5170209762930873,51.7,High
Electronics,289.07,0.05,1,COD,2024-10-21,2024-10-26,West,0,274.62,8.81,24.14,36,Male,5,0.5990618406479409,59.91,High
Electronics,352.97,0.0,2,Credit Card,2025-06-01,2025-06-05,West,0,705.94,8.77,75.94,43,Female,4,0.5098844938082775,50.99,High
Electronics,237.61,0.0,1,Credit Card,2025-08-12,2025-08-16,South,0,237.61,8.77,19.74,51,Female,4,0.5307535464756428,53.08,High
Electronics,244.78,0.05,2,COD,2025-04-22,2025-04-26,North,0,465.08,9.15,46.66,28,Female,4,0.5765892720880765,57.66,High
Fashion,11.76,0.0,2,Credit Card,2025-03-29,2025-04-02,South,0,23.52,3.52,4.71,41,Male,4,0.5620227202360806,56.2,High
Fashion,20.88,0.0,1,Debit Card,2025-01-21,2025-01-24,North,0,20.88,4.81,2.5,65,Female,3,0.5441602315436617,54.42,High
Electronics,884.34,0.05,1,Credit Card,2024-12-31,2025-01-05,South,0,840.12,9.71,91.1,55,Male,5,0.5956199719328529,59.56,High
Electronics,411.99,0.0,1,Debit Card,2025-08-07,2025-08-11,South,0,411.99,10.62,38.82,37,Female,4,0.5452627997655788,54.53,High
Electronics,231.81,0.0,1,Credit Card,2025-01-31,2025-02-03,North,0,231.81,7.32,20.5,40,Female,3,0.5315175845088322,53.15,High
Electronics,247.49,0.0,1,PayPal,2025-07-28,2025-08-02,East,0,247.49,7.99,21.71,62,Female,5,0.5666027571379482,56.66,High
Fashion,77.84,0.0,1,Wallet,2025-07-01,2025-07-07,East,0,77.84,7.92,19.32,53,Male,6,0.5932395092332888,59.32,High
Fashion,34.39,0.05,1,Credit Card,2023-11-20,2023-11-24,West,0,32.67,6.21,5.22,20,Male,4,0.5264574886309283,52.65,High
Fashion,18.58,0.15,1,Credit Card,2025-03-04,2025-03-09,East,0,15.79,5.38,0.15,61,Female,5,0.5016610736275436,50.17,High
Fashion,38.91,0.05,1,Credit Card,2024-12-10,2024-12-14,North,1,36.96,4.77,8.17,44,Female,4,0.5990851951426936,59.91,High
Fashion,21.32,0.0,1,COD,2024-09-13,2024-09-18,Central,0,21.32,5.24,2.22,65,Male,5,0.5562359952576906,55.62,High
Home,86.31,0.0,1,Credit Card,2023-12-13,2023-12-16,North,1,86.31,6.25,17.92,44,Female,3,0.4999893406963492,50.0,High
Electronics,281.22,0.0,1,UPI,2025-07-25,2025-07-29,North,0,281.22,8.98,24.77,52,Male,4,0.5349016683369207,53.49,High
Fashion,21.8,0.0,2,Credit Card,2024-12-19,2024-12-23,West,0,43.6,5.93,9.33,47,Other,4,0.5805537767279882,58.06,High
Fashion,10.97,0.0,2,COD,2025-02-25,2025-03-02,East,0,21.94,6.09,1.59,42,Male,5,0.5722260170210999,57.22,High
Toys,14.07,0.05,1,Wallet,2025-01-23,2025-01-29,South,0,13.37,4.14,1.21,49,Male,6,0.5138230822816375,51.38,High
Fashion,105.02,0.05,1,UPI,2023-12-25,2023-12-30,East,0,99.77,7.31,27.61,54,Female,5,0.5315857280737015,53.16,High
Fashion,24.86,0.0,1,Wallet,2025-01-21,2025-01-26,South,0,24.86,4.93,3.77,43,Female,5,0.575251718992201,57.53,High
Electronics,114.7,0.05,2,Debit Card,2024-04-18,2024-04-25,South,0,217.93,8.53,17.62,45,Male,7,0.5105864747385727,51.06,High
Fashion,14.14,0.0,1,COD,2024-11-24,2024-11-28,North,0,14.14,4.8,0.15,68,Male,4,0.5046445649953908,50.46,High
Fashion,27.13,0.0,1,Debit Card,2023-12-22,2023-12-26,North,0,27.13,6.14,3.36,57,Male,4,0.5880476784313744,58.8,High
Electronics,239.08,0.05,1,Credit Card,2024-08-20,2024-08-25,East,0,227.13,7.81,19.45,63,Female,5,0.5387211722744465,53.87,High
Fashion,70.57,0.05,2,COD,2024-12-03,2024-12-08,West,0,134.08,8.82,38.11,55,Male,5,0.5233172352814964,52.33,High
Toys,4.7,0.0,2,COD,2024-09-27,2024-10-04,East,1,9.4,3.97,-0.21,18,Male,7,0.5032482446018928,50.32,High
Fashion,83.68,0.0,1,Credit Card,2025-03-25,2025-03-29,South,0,83.68,7.14,22.15,44,Other,4,0.5842989729097288,58.43,High
Home,200.0,0.0,1,COD,2025-07-28,2025-07-31,Central,0,200.0,8.2,47.8,65,Male,3,0.5146720806863087,51.47,High
Electronics,281.39,0.0,3,COD,2025-09-01,2025-09-06,East,0,844.17,10.82,90.48,64,Female,5,0.5081974040866032,50.82,High
Fashion,30.01,0.0,2,Debit Card,2025-05-12,2025-05-15,Central,0,60.02,5.92,15.09,23,Male,3,0.547199917824384,54.72,High
Home,168.53,0.0,1,Credit Card,2024-07-27,2024-08-03,West,0,168.53,7.15,40.04,47,Female,7,0.5156256736021032,51.56,High
Home,119.68,0.1,1,COD,2024-05-10,2024-05-15,West,1,107.71,7.18,22.98,18,Male,5,0.5377719716141027,53.78,High
Electronics,417.93,0.2,1,Debit Card,2024-10-03,2024-10-08,North,0,334.34,9.01,31.11,43,Female,5,0.5254589445165642,52.55,High
Fashion,14.64,0.0,2,Debit Card,2025-09-05,2025-09-11,Central,0,29.28,5.49,4.76,62,Female,6,0.5471756582900629,54.72,High
Electronics,871.58,0.15,1,Credit Card,2025-05-19,2025-05-26,East,0,740.84,10.31,78.59,23,Female,7,0.552629380863539,55.26,High
Fashion,180.9,0.1,2,Debit Card,2025-08-30,2025-09-07,West,0,325.62,9.36,104.61,55,Male,8,0.5124605595934574,51.25,High
Fashion,48.55,0.0,1,Credit Card,2024-11-22,2024-11-26,North,0,48.55,5.17,11.82,23,Male,4,0.5564669995836886,55.65,High
Fashion,57.26,0.0,1,Credit Card,2023-11-12,2023-11-16,North,0,57.26,6.0,14.04,53,Male,4,0.5889902227345727,58.9,High
Fashion,35.86,0.0,1,PayPal,2025-06-23,2025-06-26,North,0,35.86,5.12,7.43,33,Male,3,0.5562457477538064,55.62,High
Fashion,80.89,0.0,1,Debit Card,2023-10-12,2023-10-16,North,0,80.89,6.84,21.47,21,Male,4,0.5280305041404627,52.8,High
Fashion,14.87,0.05,1,Wallet,2025-05-29,2025-06-02,South,0,14.13,3.99,0.96,49,Female,4,0.5877819064436463,58.78,High
Electronics,436.49,0.0,1,PayPal,2024-03-04,2024-03-08,West,0,436.49,8.97,43.41,61,Female,4,0.553371701502089,55.34,High
Electronics,897.05,0.15,3,Credit Card,2024-08-20,2024-08-26,East,1,2287.48,10.5,264.0,20,Male,6,0.591574638969534,59.16,High
Electronics,517.98,0.15,2,UPI,2024-03-01,2024-03-05,South,0,880.57,10.6,95.07,23,Male,4,0.5159282329632066,51.59,High
Electronics,218.9,0.0,1,Debit Card,2025-01-04,2025-01-10,West,0,218.9,6.74,19.53,48,Female,6,0.5106089153159806,51.06,High
Electronics,324.53,0.05,1,Credit Card,2024-03-28,2024-04-01,North,0,308.3,8.0,29.0,36,Male,4,0.5795563269894497,57.96,High
Electronics,357.67,0.05,1,PayPal,2024-10-30,2024-11-03,West,0,339.79,8.25,32.52,21,Male,4,0.5370778782758453,53.71,High
Electronics,289.94,0.0,1,Credit Card,2025-05-16,2025-05-23,East,0,289.94,8.71,26.08,42,Male,7,0.5306192259876075,53.06,High
Fashion,33.03,0.0,1,Debit Card,2025-02-28,2025-03-05,North,0,33.03,4.67,6.89,68,Female,5,0.5793609266978766,57.94,High
Home,212.22,0.0,1,COD,2023-10-28,2023-11-01,South,0,212.22,8.33,51.09,37,Male,4,0.5237058741760411,52.37,High
Fashion,24.98,0.0,1,Credit Card,2025-03-19,2025-03-25,North,0,24.98,6.24,2.5,59,Female,6,0.5728204559860466,57.28,High
Sports,106.7,0.2,2,Credit Card,2025-08-01,2025-08-06,East,0,170.72,8.46,42.76,52,Male,5,0.5206692142700341,52.07,High
Fashion,70.71,0.1,2,PayPal,2024-01-15,2024-01-19,South,0,127.28,8.03,36.52,65,Female,4,0.5567737886456472,55.68,High
Fashion,80.97,0.0,1,Credit Card,2024-08-15,2024-08-18,Central,0,80.97,6.61,21.73,43,Female,3,0.5749977244809714,57.5,High
Electronics,367.05,0.0,1,PayPal,2024-08-03,2024-08-06,Central,0,367.05,9.16,34.89,63,Male,3,0.5369598897330876,53.7,High
Fashion,22.89,0.0,1,UPI,2025-03-06,2025-03-11,Central,1,22.89,4.91,3.1,57,Female,5,0.5946910005643147,59.47,High
Fashion,18.11,0.15,1,COD,2025-02-20,2025-02-26,North,1,15.39,4.91,0.48,38,Male,6,0.5173643021100078,51.74,High
Home,176.84,0.05,2,Debit Card,2023-10-04,2023-10-09,East,0,336.0,7.35,86.73,33,Other,5,0.5278793575318955,52.79,High
Sports,170.9,0.15,2,PayPal,2025-07-12,2025-07-16,South,0,290.53,8.34,78.82,48,Male,4,0.49930704947359494,49.93,High
Electronics,280.0,0.0,1,Credit Card,2024-01-28,2024-02-02,East,0,280.0,9.46,24.14,46,Male,5,0.5653216751788059,56.53,High
Home,134.7,0.1,1,Credit Card,2023-12-22,2023-12-27,West,0,121.23,7.85,26.09,27,Male,5,0.5020887590187766,50.21,High
Fashion,25.6,0.2,3,COD,2023-12-28,2024-01-01,North,1,61.44,6.76,14.74,36,Male,4,0.5962696694468644,59.63,High
Home,80.66,0.1,4,Credit Card,2024-02-20,2024-02-26,Central,0,290.38,8.18,73.13,58,Female,6,0.5138500363884974,51.39,High
Home,100.47,0.0,1,UPI,2024-02-21,2024-02-24,North,1,100.47,6.75,21.38,21,Male,3,0.5109456583299674,51.09,High
Electronics,246.55,0.0,1,COD,2024-11-26,2024-11-30,Central,0,246.55,9.5,20.09,67,Male,4,0.5171636481574076,51.72,High
Electronics,255.87,0.0,1,Credit Card,2024-10-13,2024-10-17,Central,0,255.87,7.68,23.02,45,Female,4,0.5403425929614109,54.03,High
Electronics,415.94,0.2,1,Credit Card,2024-04-23,2024-04-27,South,0,332.75,7.4,32.53,50,Female,4,0.5684509774854175,56.85,High
Fashion,65.78,0.05,2,Credit Card,2025-05-08,2025-05-13,South,0,124.98,7.99,35.75,38,Male,5,0.5542873614750876,55.43,High
Electronics,454.55,0.0,1,Debit Card,2024-05-26,2024-06-01,East,0,454.55,7.96,46.59,18,Female,6,0.5298370821752887,52.98,High
Fashion,36.06,0.0,1,Credit Card,2024-03-26,2024-03-30,North,0,36.06,4.77,7.85,39,Male,4,0.6076141178733347,60.76,High
